preferred_ontology_term	MESH	UMLS	EFO	NCIT	OMIM	DOID	Orphanet	HP	MONDO	ICD-10	label
MONDO_0016207		C1444621					Orphanet_209959		MONDO_0016207	H20.2	phacoanaphylactic uveitis
MONDO_0019160		CN205712|C4275078					Orphanet_75567		MONDO_0019160		primary progressive freezing gait
MONDO_0017648							Orphanet_306731		MONDO_0017648	I02.9|I02.0	Sydenham chorea
MONDO_0014521		C4015420		NCIT_C142804	OMIM_616187		Orphanet_435438		MONDO_0014521	G40.3	progressive myoclonic epilepsy type 7
MONDO_0017659							Orphanet_306776		MONDO_0017659	G25.8	sporadic hyperekplexia
MONDO_0018321		C4510873|CN204972					Orphanet_391411		MONDO_0018321	G20	atypical juvenile parkinsonism
MONDO_0017636		CN203531					Orphanet_306669		MONDO_0017636	G20	hemiparkinsonism-hemiatrophy syndrome
MONDO_0012205					OMIM_609161		Orphanet_228169		MONDO_0012205		autosomal dominant striatal neurodegeneration type 1
MONDO_0014756		C4225223			OMIM_616736				MONDO_0014756		"tremor, hereditary essential, 5"
MONDO_0013888		C3539195			OMIM_614782				MONDO_0013888		"tremor, hereditary essential, 4"
MONDO_0044332							Orphanet_494541		MONDO_0044332		childhood-onset benign chorea with striatal involvement
MONDO_0018425		CN226138					Orphanet_401901		MONDO_0018425	G10	Huntington disease-like syndrome due to C9ORF72 expansions
MONDO_0019014		C2609071					Orphanet_659		MONDO_0019014	Q82.8	mutilating palmoplantar keratoderma with periorificial keratotic plaques
MONDO_0014622		C4225339			OMIM_616400		Orphanet_448264		MONDO_0014622		isolated focal non-epidermolytic palmoplantar keratoderma
MONDO_0017677		C1302839					Orphanet_308013		MONDO_0017677	Q82.8	focal acral hyperkeratosis
MONDO_0016545		CN201627					Orphanet_2386		MONDO_0016545		leukoencephalopathy-palmoplantar keratoderma syndrome
MONDO_0021759									MONDO_0021759		acquired fructose intolerance
MONDO_0015586		CN226709					Orphanet_163717		MONDO_0015586		benign familial mesial temporal lobe epilepsy
MONDO_0013742							Orphanet_165805		MONDO_0013742		familial mesial temporal lobe epilepsy with febrile seizures
MONDO_0020453				NCIT_C99004			Orphanet_99124		MONDO_0020453	Q26.3	congenital partial pulmonary venous return anomaly
MONDO_0019829		C0265928					Orphanet_95498		MONDO_0019829	Q26.9	congenital anomaly of superior vena cava
MONDO_0018811							Orphanet_480531		MONDO_0018811		congenital portosystemic shunt
MONDO_0019836		C3163825					Orphanet_95507		MONDO_0019836	Q26.8	congenital anomaly of hepatic vein
MONDO_0019831							Orphanet_95500		MONDO_0019831	Q21.1	congenital anomaly of the coronary sinus
MONDO_0019830		C0265932					Orphanet_95499		MONDO_0019830	Q26.9	congenital anomaly of the inferior vena cava
MONDO_0020394							Orphanet_99053		MONDO_0020394	Q24.4	tunnel subaortic stenosis
MONDO_0020393							Orphanet_99052		MONDO_0020393	Q24.4	discrete fibromuscular subaortic stenosis
MONDO_0020392							Orphanet_99051		MONDO_0020392	Q24.4	discrete fixed membranous subaortic stenosis
MONDO_0015097		C0344993					Orphanet_101043		MONDO_0015097	Q23.0	aortic valve dysplasia
MONDO_0018349		C4518783					Orphanet_397941		MONDO_0018349	E77.8	MAN1B1-CDG
MONDO_0018144							Orphanet_353327		MONDO_0018144	G70.2	congenital myasthenic syndromes with glycosylation defect
MONDO_0018568		C4479353					Orphanet_435934		MONDO_0018568	E77.8	COG2-CDG
MONDO_0014013					OMIM_615026		Orphanet_411712		MONDO_0014013	P00.4	maternal riboflavin deficiency
MONDO_0014060		C3554593			OMIM_615147		Orphanet_352718		MONDO_0014060	H35.5	progressive retinal dystrophy due to retinol transport defect
MONDO_0009995					OMIM_268240				MONDO_0009995		rheumatic fever-related antigen
MONDO_0013229		C0393729|CN200053					Orphanet_166412		MONDO_0013229	G40.8	hot water reflex epilepsy
MONDO_0007560		C0278193			OMIM_132300		Orphanet_166433		MONDO_0007560	G40.8	reading seizures
MONDO_0015648		CN200058					Orphanet_166427		MONDO_0015648	G40.8	startle epilepsy
MONDO_0015647		CN200057					Orphanet_166424		MONDO_0015647	G40.8	thinking seizures
MONDO_0015646		CN200056					Orphanet_166421		MONDO_0015646	G40.8	orgasm-induced seizures
MONDO_0015649		CN200059					Orphanet_166430		MONDO_0015649	G40.8	micturation-induced seizures
MONDO_0015645		C0393725					Orphanet_166418		MONDO_0015645	G40.8	eating seizures
MONDO_0015644		C0751791					Orphanet_166415		MONDO_0015644	G40.8	audiogenic seizures
MONDO_0015643		C0393720				DOID_0060281	Orphanet_166409		MONDO_0015643	G40.8	photosensitive epilepsy
MONDO_0002340		C0393724		NCIT_C4687		DOID_2550			MONDO_0002340		tactile epilepsy
MONDO_0023224									MONDO_0023224		inherited reflex epilepsy
MONDO_0017617							Orphanet_306431		MONDO_0017617	D84.8	acquired adult-onset immunodeficiency
MONDO_0015696		C0221027				DOID_0060028	Orphanet_169105		MONDO_0015696		Good syndrome
MONDO_0012847		C2677065			OMIM_612281	DOID_0060715			MONDO_0012847	Q80.2	autosomal recessive congenital ichthyosis 6
MONDO_0019264		C1836545					Orphanet_79281		MONDO_0019264	E77.1	alpha-N-acetylgalactosaminidase deficiency type 3
MONDO_0000513						DOID_0050895			MONDO_0000513		bone ameloblastoma
MONDO_0013918		C3553858|CN203770			OMIM_614846		Orphanet_314588		MONDO_0013918	Q99.8	distal tetrasomy 15q
MONDO_0011070					OMIM_601390				MONDO_0011070		van Maldergem syndrome 1
MONDO_0014242		C3809875			OMIM_615546				MONDO_0014242		van Maldergem syndrome 2
MONDO_0017823		CN203793					Orphanet_314769		MONDO_0017823	D35.2	somatomammotropinoma
MONDO_0016757		C0334616		NCIT_C4335		DOID_6707	Orphanet_252212		MONDO_0016757		malignant triton tumor
MONDO_0003863		C0474847		NCIT_C4748		DOID_6345			MONDO_0003863		malignant melanocytic neoplasm of the peripheral nerve sheath
MONDO_0004559		C1333821		NCIT_C6560		DOID_8420			MONDO_0004559		malignant glandular tumor of peripheral nerve sheath
MONDO_0017835		CN203810					Orphanet_314970		MONDO_0017835	D47.5	lymphocytic hypereosinophilic syndrome
MONDO_0013679		C3280402			OMIM_614305	DOID_0060757			MONDO_0013679	M85.2	sclerosteosis 2
MONDO_0010016		CN032489			OMIM_269500	DOID_0060756			MONDO_0010016	M85.2	sclerosteosis 1
MONDO_0014712		C4225263			OMIM_616629				MONDO_0014712		Senior-Loken syndrome 9
MONDO_0009962					OMIM_266900				MONDO_0009962		Senior-Loken syndrome 1
MONDO_0013326		C3150877			OMIM_613615				MONDO_0013326		Senior-Loken syndrome 7
MONDO_0014579		C4225376			OMIM_616307				MONDO_0014579		Senior-Loken syndrome 8
MONDO_0017247							Orphanet_280821		MONDO_0017247	Q33.2	communicating congenital bronchopulmonary-foregut malformation
MONDO_0017246							Orphanet_280811		MONDO_0017246	Q33.2	extralobar congenital pulmonary sequestration
MONDO_0017245							Orphanet_280802		MONDO_0017245	Q33.2	intralobar congenital pulmonary sequestration
MONDO_0033043		C4479653			OMIM_617560	DOID_0080252			MONDO_0033043		"spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy"
MONDO_0017781		CN203731					Orphanet_313884		MONDO_0017781	Q93.5	12p12.1 microdeletion syndrome
MONDO_0017229		CN202714					Orphanet_280325		MONDO_0017229	Q93.5	distal monosomy 12p
MONDO_0033012		C4479618			OMIM_617524	DOID_0080248			MONDO_0033012		erythrokeratodermia variabilis et progressiva 2
MONDO_0033014		C4479620			OMIM_617526	DOID_0080250			MONDO_0033014		erythrokeratodermia variabilis et progressiva 4
MONDO_0033010					OMIM_133200				MONDO_0033010		erythrokeratodermia variabilis et progressiva 1
MONDO_0033015					OMIM_617756	DOID_0080251			MONDO_0033015		erythrokeratodermia variabilis et progressiva 5
MONDO_0033013		C4479619			OMIM_617525	DOID_0080249			MONDO_0033013		erythrokeratodermia variabilis et progressiva 3
MONDO_0020537							Orphanet_99909		MONDO_0020537		occupational allergic alveolitis
MONDO_0020535		C4511048					Orphanet_99907		MONDO_0020535	J67.8	house allergic alveolitis
MONDO_0004584		C0155890				DOID_8484			MONDO_0004584	J67.6	maple bark strippers' lung
MONDO_0017870							Orphanet_3192		MONDO_0017870	Q25.6	supravalvular pulmonary stenosis
MONDO_0017866		C3165028					Orphanet_3190		MONDO_0017866	Q24.3	subpulmonary stenosis
MONDO_0000310						DOID_0050308			MONDO_0000310		Alkhurma hemorrhagic fever
MONDO_0003789		C0879257		NCIT_C9222		DOID_6163			MONDO_0003789		hereditary papillary renal cell carcinoma
MONDO_0003942		C1333405		NCIT_C27889		DOID_6606			MONDO_0003942		eosinophilic variant of chromophobe renal cell carcinoma
MONDO_0003941		C1333062		NCIT_C27888		DOID_6605			MONDO_0003941		classic variant of chromophobe renal cell carcinoma
MONDO_0010456		C3275446			OMIM_300854				MONDO_0010456		"renal cell carcinoma, Xp11-associated"
MONDO_0011653		C1853488			OMIM_606240				MONDO_0011653		"thyroid cancer, nonmedullary, 3"
MONDO_0014682		C4225292			OMIM_616535				MONDO_0014682		"thyroid cancer, nonmedullary, 5"
MONDO_0014681		C4225293			OMIM_616534				MONDO_0014681		"thyroid cancer, nonmedullary, 4"
MONDO_0008689					OMIM_194380				MONDO_0008689		dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema
MONDO_0014737		C4225242			OMIM_616689				MONDO_0014737		dehydrated hereditary stomatocytosis 2
MONDO_0054752		CN842246			OMIM_617898				MONDO_0054752		multiple synostoses syndrome 4
MONDO_0008519		C0342282			OMIM_186500				MONDO_0008519		multiple synostoses syndrome 1
MONDO_0016994		CN202308					Orphanet_2636		MONDO_0016994	Q87.1	microcephalic osteodysplastic primordial dwarfism types I and III
MONDO_0019407							Orphanet_85172		MONDO_0019407	Q78.8	"microcephalic osteodysplastic dysplasia, Saul-Wilson type"
MONDO_0014472		C4015067			OMIM_616050		Orphanet_436166		MONDO_0014472	E85.0	periodic fever-infantile enterocolitis-autoinflammatory syndrome
MONDO_0014912		C4310614			OMIM_617099	DOID_0080163	Orphanet_500062		MONDO_0014912		infantile-onset periodic fever-panniculitis-dermatosis syndrome
MONDO_0018452		CN226196		NCIT_C119057			Orphanet_404546		MONDO_0018452	L40.1	deficiency of the interleukin-36 receptor antagonist
MONDO_0016661							Orphanet_251304		MONDO_0016661	M08.8	infantile onset panniculitis with uveitis and systemic granulomatosis
MONDO_0013944		C3553961			OMIM_614878		Orphanet_324530		MONDO_0013944		autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation
MONDO_0017992		CN237438					Orphanet_329173		MONDO_0017992		autoinflammatory syndrome with pyogenic bacterial infection and amylopectinosis
MONDO_0017958		CN204105					Orphanet_324972		MONDO_0017958		magic syndrome
MONDO_0016662							Orphanet_251307		MONDO_0016662	I09.2	idiopathic recurrent pericarditis
MONDO_0014761		C4225218			OMIM_616744		Orphanet_476102		MONDO_0014761		hereditary pediatric BehC'et-like disease
MONDO_0014520		C4015409			OMIM_616185		Orphanet_444048		MONDO_0014520	Q96.8	"46,XX ovarian dysgenesis-short stature syndrome"
MONDO_0017573		CN203326					Orphanet_2973		MONDO_0017573	Q56.2	"46,XX disorder of sex development-anorectal anomalies syndrome"
MONDO_0017974		CN227235					Orphanet_325537		MONDO_0017974		"46,XY disorder of sex development induced by maternal-exposure to endocrine disruptors"
MONDO_0018618		C0009405					Orphanet_443090		MONDO_0018618		"46,XY disorder of sexual development due to dihydrotestosterone backdoor pathway biosynthesis defect"
MONDO_0019928		C0265498		NCIT_C89799			Orphanet_96263		MONDO_0019928	Q98.1	"48,XXXY syndrome"
MONDO_0019929		C0265499					Orphanet_96264		MONDO_0019929	Q98.1	"49,XXXXY syndrome"
MONDO_0016045		CN200724					Orphanet_199310		MONDO_0016045	Q99.0	tetragametic chimerism
MONDO_0014493		C4015214		NCIT_C126341	OMIM_616100		Orphanet_436159		MONDO_0014493	D47.9	autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency
MONDO_0011158					OMIM_601859				MONDO_0011158		autoimmune lymphoproliferative syndrome type 1
MONDO_0014253		C3809928|C1519711		NCIT_C39577	OMIM_615559	DOID_0110119			MONDO_0014253	D47.9	autoimmune lymphoproliferative syndrome type 3
MONDO_0017548							Orphanet_295205		MONDO_0017548	Q74.0	"humero-radio-ulnar synostosis, unilateral"
MONDO_0017549							Orphanet_295207		MONDO_0017549	Q74.0	"humero-radio-ulnar synostosis, bilateral"
MONDO_0017555		CN203291					Orphanet_295219		MONDO_0017555	Q74.0	"radio-ulnar synostosis, bilateral"
MONDO_0017554		CN203290					Orphanet_295217		MONDO_0017554	Q74.0	"radio-ulnar synostosis, unilateral"
MONDO_0020509							Orphanet_99857		MONDO_0020509	G95.0	secondary syringomyelia
MONDO_0020508		C1299627					Orphanet_99856		MONDO_0020508	Q06.4	primary syringomyelia
MONDO_0014191		C3809536			OMIM_615441	DOID_0060679			MONDO_0014191	I47.2	catecholaminergic polymorphic ventricular tachycardia 5
MONDO_0013966		C3554047			OMIM_614916	DOID_0060678			MONDO_0013966	I47.2	catecholaminergic polymorphic ventricular tachycardia 4
MONDO_0013529		C3151463			OMIM_614021	DOID_0060677			MONDO_0013529	I47.2	catecholaminergic polymorphic ventricular tachycardia 3
MONDO_0011484		C4053736		NCIT_C123414	OMIM_604772	DOID_0060675			MONDO_0011484	I47.2	catecholaminergic polymorphic ventricular tachycardia 1
MONDO_0012762		C2677794		NCIT_C148368	OMIM_611938	DOID_0060676			MONDO_0012762	I47.2	catecholaminergic polymorphic ventricular tachycardia 2
MONDO_0024457					OMIM_256600	DOID_0110735			MONDO_0024457		neurodegeneration with brain iron accumulation 2A
MONDO_0018011							Orphanet_329894		MONDO_0018011	M33.0	juvenile overlap myositis
MONDO_0024251		CN200665							MONDO_0024251		Minamata disease
MONDO_0011405					OMIM_604173	DOID_0060551	Orphanet_221046		MONDO_0011405	D82.8	poikiloderma with neutropenia
MONDO_0017100		CN202458					Orphanet_2690		MONDO_0017100	D82.8	neutropenia-monocytopenia-deafness syndrome
MONDO_0017925		CN714013					Orphanet_324294		MONDO_0017925	D84.8	T-cell immunodeficiency with epidermodysplasia verruciformis
MONDO_0015697		C0398692					Orphanet_169110		MONDO_0015697	D80.8	immunoglobulin heavy chain deficiency
MONDO_0016451		C2711059					Orphanet_228315		MONDO_0016451	F51.1|G47.11	idiopathic hypersomnia with long sleep time
MONDO_0016452		C1561855					Orphanet_228318		MONDO_0016452	G47.12|F51.1	idiopathic hypersomnia without long sleep time
MONDO_0009317									MONDO_0009317		nonphotosensitive trichothiodystrophy
MONDO_0013513		C3151431			OMIM_613980				MONDO_0013513		"atrial fibrillation, familial, 9"
MONDO_0014340		C4014269			OMIM_615770				MONDO_0014340		"atrial fibrillation, familial, 15"
MONDO_0015001		C4310636			OMIM_617280				MONDO_0015001		"atrial fibrillation, familial, 18"
MONDO_0013545		C3279695			OMIM_614050				MONDO_0013545		"atrial fibrillation, familial, 12"
MONDO_0013530		C3151464			OMIM_614022				MONDO_0013530		"atrial fibrillation, familial, 10"
MONDO_0013544		C3279693			OMIM_614049				MONDO_0013544		"atrial fibrillation, familial, 11"
MONDO_0014156		C3809312			OMIM_615378				MONDO_0014156		"atrial fibrillation, familial, 14"
MONDO_0014155		C3809311			OMIM_615377				MONDO_0014155		"atrial fibrillation, familial, 13"
MONDO_0013774					OMIM_614485				MONDO_0013774		trigonocephaly 2
MONDO_0008603					OMIM_190440				MONDO_0008603		trigonocephaly 1
MONDO_0023153		C0275919		NCIT_C27076					MONDO_0023153		tuberculous ascites
MONDO_0001413		C0152941				DOID_11990			MONDO_0001413	A21.0	ulceroglandular tularemia
MONDO_0000321		C0473876				DOID_0050383			MONDO_0000321		typhoidal tularemia
MONDO_0001665		C0152944				DOID_13226			MONDO_0001665	A21.1	oculoglandular tularemia
MONDO_0002212		C0339946				DOID_2122			MONDO_0002212	A21.2	pneumonic tularemia
MONDO_0001916						DOID_14239			MONDO_0001916	A21.3	gastrointestinal tularemia
MONDO_0017387		C0205944		NCIT_C3714		DOID_6193	Orphanet_293202		MONDO_0017387	C49.9	epithelioid sarcoma
MONDO_0020661				NCIT_C121799					MONDO_0020661		undifferentiated round cell sarcoma
MONDO_0002861		C1336727		NCIT_C6359		DOID_4062			MONDO_0002861		testis sarcoma
MONDO_0020411		C0345054					Orphanet_99071		MONDO_0020411	Q20.8	aorto-left ventricular tunnel
MONDO_0020410		C0345055					Orphanet_99070		MONDO_0020410	Q20.8	aorto-right ventricular tunnel
MONDO_0018499							Orphanet_423712		MONDO_0018499	Q24.8	"double outlet right ventricle with atrioventricular septal defect, pulmonary stenosis, heterotaxy"
MONDO_0018498							Orphanet_423693		MONDO_0018498	Q20.1	double outlet right ventricle with subaortic or doubly committed ventricular septal defect
MONDO_0020388							Orphanet_99046		MONDO_0020388	Q20.1	double outlet right ventricle with non-committed subpulmonary ventricular septal defect
MONDO_0020387		CN207267					Orphanet_99045		MONDO_0020387	Q20.1	double outlet right ventricle with subpulmonary ventricular septal defect
MONDO_0020386							Orphanet_99043		MONDO_0020386	Q20.1|Q21.3	double outlet right ventricle with subaortic or doubly committed ventricular septal defect with pulmonary stenosis
MONDO_0008670		C1847800		NCIT_C75008	OMIM_193500	DOID_0110948	Orphanet_894		MONDO_0008670	E70.3	Waardenburg syndrome type 1
MONDO_0013899		C3553785			OMIM_614819				MONDO_0013899		Weill-Marchesani syndrome 3
MONDO_0010194					OMIM_277600				MONDO_0010194		Weill-Marchesani syndrome 1
MONDO_0010632		C3463992			OMIM_308350				MONDO_0010632		"epileptic encephalopathy, early infantile, 1"
MONDO_0013277		C3150731			OMIM_613477				MONDO_0013277		"epileptic encephalopathy, early infantile, 5"
MONDO_0014505		C4015316			OMIM_616139				MONDO_0014505		"epileptic encephalopathy, early infantile, 27"
MONDO_0014003		C3554316			OMIM_615006				MONDO_0014003		"epileptic encephalopathy, early infantile, 15"
MONDO_0014895		C4310737			OMIM_617065				MONDO_0014895		"epileptic encephalopathy, early infantile, 40"
MONDO_0013389		C3150988			OMIM_613722				MONDO_0013389		"epileptic encephalopathy, early infantile, 12"
MONDO_0014595		C4225360			OMIM_616341				MONDO_0014595		"epileptic encephalopathy, early infantile, 30"
MONDO_0013480		C3151295			OMIM_613882	DOID_0060884			MONDO_0013480	E83.4	renal hypomagnesemia 6
MONDO_0014631		C4225333			OMIM_616418				MONDO_0014631		"hypomagnesemia, seizures, and mental retardation"
MONDO_0009101					OMIM_222300	DOID_0110629			MONDO_0009101	E13.8	Wolfram syndrome 1
MONDO_0007399		CN029978			OMIM_123100				MONDO_0007399		craniosynostosis 1
MONDO_0014128		C3715051			OMIM_615314				MONDO_0014128		craniosynostosis 3
MONDO_0014705		C4225269			OMIM_616602				MONDO_0014705		craniosynostosis 6
MONDO_0014545		C4015619			OMIM_616230		Orphanet_424027		MONDO_0014545	G40.3	progressive myoclonic epilepsy type 8
MONDO_0018280							Orphanet_370997		MONDO_0018280	G71.2	muscle-eye-brain disease with bilateral multicystic leucodystrophy
